id,name,summary,difficulty,stars,star_votes,location,url,length,ascent,descent,high,low,longitude,latitude,cond_status,cond_details,cond_date,index
7017184,Umtanum Vista Trail,"A steep, rocky singletrack trail from Umtanum Creek to Umtanum Ridge with views of Rainier",black,3.5,2,"Kittitas, Washington",https://www.hikingproject.com/data/,2.2,2057,0,3404,1348,-120.4855,46.8554,Unknown,,1970-01-01 00:00:00,1410234.0
7065390,Round Mountain Trail,Needs Summary,black,3.5,2,"Tieton, Washington",https://www.hikingproject.com/data/,5.2,1967,-832,5903,4281,-121.3026,46.6362,Unknown,,1970-01-01 00:00:00,1410244.0
7065515,Round Mt. Lookout,Needs Summary,blue,3.5,2,"Tieton, Washington",https://www.hikingproject.com/data/,0.4,369,0,5935,5566,-121.3267,46.6384,Unknown,,1970-01-01 00:00:00,1410247.0
7033869,Goose Prairie Trail #972,This is a steady uphill to American Ridge that never quite provides the views it should.,blueBlack,3.0,2,"Tieton, Washington",https://www.hikingproject.com/data/,5.4,2582,-77,5952,3370,-121.2809,46.8835,Unknown,,1970-01-01 00:00:00,1410264.0
7065653,Sand Ridge,Needs Summary,greenBlue,3.0,2,"Tieton, Washington",https://www.hikingproject.com/data/,9.2,2141,-382,5445,3432,-121.2787,46.6497,Unknown,,1970-01-01 00:00:00,1410269.0
7064234,Sleepy Loop A,Needs Summary,green,3.0,2,"Tieton, Washington",https://www.hikingproject.com/data/,0.2,39,-112,3783,3671,-121.1068,46.6143,Unknown,,1970-01-01 00:00:00,1410273.0
7064232,Jumpoff Bypass Trail,Needs Summary,green,3.0,2,"Tieton, Washington",https://www.hikingproject.com/data/,0.3,120,0,5757,5636,-121.024,46.6384,Unknown,,1970-01-01 00:00:00,1410274.0
7064226,Sleepy Loop B,Needs Summary,green,3.0,2,"Tieton, Washington",https://www.hikingproject.com/data/,0.2,22,-3,3698,3676,-121.1107,46.6167,Unknown,,1970-01-01 00:00:00,1410275.0
7056761,Suncadia River Trail,A nice out-and-back from Suncadia Lodge that runs alongside a wide creek and ends with “1000 steps” back to the lodg,blue,3.0,1,"Cle Elum, Washington",https://www.hikingproject.com/data/,2.6,139,-266,2272,2024,-121.0198,47.2088,Unknown,,1970-01-01 00:00:00,1410276.0
7017185,Roza Creek Umtanum Ridge,A very steep descent which requires side stepping at times but provides great views.,black,3.0,1,"Selah, Washington",https://www.hikingproject.com/data/,1.8,0,-1437,2726,1289,-120.4762,46.8098,Unknown,,1970-01-01 00:00:00,1410301.0
7078020,Mud Lake Loop Trail,"Short, steep hike to a small, scenic lake stocked with fingerling trout.",black,3.0,1,"Tieton, Washington",https://www.hikingproject.com/data/,1.0,355,-18,2103,1748,-120.8438,46.7701,Unknown,,1970-01-01 00:00:00,1410304.0
7012459,Snow Mountain Ranch Bench Trail,This trail offers an interesting view of the surrounding area without climbing to the summit.,greenBlue,3.0,1,"Tieton, Washington",https://www.hikingproject.com/data/,0.9,137,-5,2168,2031,-120.7423,46.6458,Unknown,,1970-01-01 00:00:00,1410305.0
7056847,Suncadia River Trail Alternate,Needs Summary,greenBlue,3.0,1,"Cle Elum, Washington",https://www.hikingproject.com/data/,0.8,17,-272,2279,2023,-121.0204,47.2077,Unknown,,1970-01-01 00:00:00,1410311.0
7064861,Indian Creek,Needs Summary,blue,3.0,1,"Tieton, Washington",https://www.hikingproject.com/data/,9.0,1262,-1964,5271,3364,-121.3511,46.7583,Unknown,,1970-01-01 00:00:00,1410313.0
7009213,PCT: Forrest Road 7080 to Arch Rock,A gentle chunk of PCT that slowly climbs to above Echo Lake.,greenBlue,3.0,1,"Cle Elum, Washington",https://www.hikingproject.com/data/,7.6,1794,-720,5942,4738,-121.4,47.1026,Unknown,,1970-01-01 00:00:00,1410319.0
7084182,Gray Rock Trail,Needs Summary,greenBlue,3.0,1,"Ahtanum, Washington",https://www.hikingproject.com/data/,12.2,1613,-3101,6481,4215,-121.1146,46.5582,Unknown,,1970-01-01 00:00:00,1410327.0
7002181,Tolmie Peak,A manageable out-and-back showcasing multiple lakes and panoramic views from atop Tolmie Peak.,blue,4.7,37,"Eatonville, Washington",https://www.hikingproject.com/data/,5.6,1295,-1295,5875,4941,-121.8647,46.9336,All Clear,Dry,2019-08-26 23:34:43,1410347.0
7002094,Naches Peak Loop,"This loop provides some of the best views of Mount Rainier around, and a plethora of wildflowers.",greenBlue,4.7,32,"Eatonville, Washington",https://www.hikingproject.com/data/,3.6,608,-612,5871,5298,-121.5159,46.8719,All Clear,Dry,2019-08-13 10:33:42,1410350.0
7002125,Wonderland Trail,"Circle Mount Rainier's middle slopes on this incredibly strenuous, long-distance hike.",black,4.9,28,"Eatonville, Washington",https://www.hikingproject.com/data/,83.5,24989,-25007,6759,2463,-121.8118,46.7517,All Clear,Dry,2019-08-31 17:21:37,1410351.0
7002183,Spray Park,An open forest journey to subalpine meadows and Spray Falls.,blueBlack,5.0,21,"Eatonville, Washington",https://www.hikingproject.com/data/,6.5,1627,-1623,5845,4723,-121.8633,46.9326,Unknown,,1970-01-01 00:00:00,1410354.0
7004893,Camp Muir,Beautiful mountain views that are well-worth the hard work.,black,4.8,20,"Eatonville, Washington",https://www.hikingproject.com/data/,8.8,4594,-4592,10054,5460,-121.7364,46.7864,Unknown,,1970-01-01 00:00:00,1410355.0
7002149,Silver Falls Loop,"An easy loop trail, climaxing at one of the park's most beautiful waterfalls.",greenBlue,4.8,16,"Tieton, Washington",https://www.hikingproject.com/data/,2.9,440,-426,2207,1870,-121.5667,46.7372,Unknown,,1970-01-01 00:00:00,1410357.0
7002227,Comet Falls,"An easy to follow journey past three distinct waterfalls, Comet being one of Rainier's highest.",blueBlack,4.6,21,"Eatonville, Washington",https://www.hikingproject.com/data/,4.6,1919,-1918,5507,3638,-121.7835,46.7787,Unknown,,1970-01-01 00:00:00,1410358.0
7030852,Snowgrass Flats Loop,A loop traveling through expansive flowering meadows to some of the best views in the Goat Rocks Wilderness.,blue,4.9,10,"Morton, Washington",https://www.hikingproject.com/data/,15.0,2978,-2988,6675,4560,-121.5277,46.4668,Unknown,,1970-01-01 00:00:00,1410359.0
7054020,Loowit Loop,The Loowit Trail full circumnavigation.,black,5.0,8,"Amboy, Washington",https://www.hikingproject.com/data/,29.4,5697,-5696,4886,3248,-122.1831,46.1467,All Clear,Dry,2019-08-18 20:43:17,1410361.0
7002240,Mount Fremont,A lovely hike to an old firetower atop Mount Fremont.,blue,4.7,15,"Eatonville, Washington",https://www.hikingproject.com/data/,6.0,1016,-1016,7166,6403,-121.6424,46.9147,All Clear,Dry,2019-07-25 18:17:35,1410362.0
7002135,Pinnacle Peak,Leave the beauty of Reflection Lakes and Stevens Canyon for a higher Rainier vantage point.,blueBlack,4.8,13,"Eatonville, Washington",https://www.hikingproject.com/data/,3.3,1568,-1567,6488,4921,-121.7316,46.7685,Unknown,,1970-01-01 00:00:00,1410366.0
7002136,Bench and Snow Lake Trail,A relatively easy hike rewarded by abundant wildflowers and panoramic Rainier views.,blue,4.3,17,"Eatonville, Washington",https://www.hikingproject.com/data/,2.3,420,-423,4701,4565,-121.7078,46.7679,Unknown,,1970-01-01 00:00:00,1410373.0
7055052,Spray Park Loop,A beautiful loop north of Mt. Rainier.,blueBlack,4.8,5,"Eatonville, Washington",https://www.hikingproject.com/data/,15.9,4688,-4688,6364,2474,-121.8645,46.9332,All Clear,"Little tricky on top of spray park,  lost the trail path due to snow, could have been a one off weather incident, TAKE GPS",2019-10-01 10:35:05,1410376.0
7002179,Indian Bar,"A nice one, or two-day, journey to one of the park's legendary spots - Indian Bar.",black,5.0,2,"Eatonville, Washington",https://www.hikingproject.com/data/,14.4,4080,-4104,5868,3064,-121.6347,46.7659,Unknown,,1970-01-01 00:00:00,1410378.0
7053210,Echo Rock and Observation Rock,A really fun off-trail scramble/hike in Mt. Rainier National Park.,black,5.0,1,"Eatonville, Washington",https://www.hikingproject.com/data/,12.4,4289,-4289,8322,4727,-121.8647,46.9332,Unknown,,1970-01-01 00:00:00,1410379.0
7002148,Shriner Peak,Gain one of the best Mount Rainier views on this very sun-exposed trail.,blueBlack,4.7,7,"Eatonville, Washington",https://www.hikingproject.com/data/,7.9,3258,-3258,5742,2484,-121.5551,46.8019,Minor Issues,"Mostly Dry, Some Mud - No snow, fairly well maintained trail. Lookout locked.",2019-09-22 09:06:29,1410380.0
7002146,Nisqually Vista,A great value loop:  stunning Nisqually Glacier views & abundant wildflowers for very little effort.,greenBlue,4.4,14,"Eatonville, Washington",https://www.hikingproject.com/data/,1.2,175,-175,5395,5233,-121.7416,46.785,All Clear,Dry,2019-08-31 17:21:37,1410381.0
7079596,Fay Peak Scramble,Really fun off-trail scramble up Fay Peak—gives great views of Mt. Rainier.,dblack,5.0,1,"Eatonville, Washington",https://www.hikingproject.com/data/,3.0,1496,-1496,6429,4940,-121.8645,46.9332,Unknown,,1970-01-01 00:00:00,1410388.0
7087174,Coldwater Peak,Enjoy spectacular views of Saint Helens and its blast area on your way to the summit of Coldwater Peak with 360 views.,blueBlack,5.0,1,"Morton, Washington",https://www.hikingproject.com/data/,12.4,2658,-2681,5689,4023,-122.21700000000001,46.2764,Unknown,,1970-01-01 00:00:00,1410391.0
7002188,Burroughs Mountain,The mountain views from any point on this hike are superb and Burroughs offers some of the very best.,blue,4.6,9,"Eatonville, Washington",https://www.hikingproject.com/data/,6.7,1387,-1389,7345,6200,-121.6419,46.9141,Unknown,,1970-01-01 00:00:00,1410394.0
7002234,Indian Henry's Hunting Ground via Longmire Trail,A nice journey through dense forest to areas teeming with wildlife and wildflowers along Wonderland.,blueBlack,4.8,4,"Eatonville, Washington",https://www.hikingproject.com/data/,13.2,3316,-3316,5356,2796,-121.8119,46.7518,Unknown,,1970-01-01 00:00:00,1410395.0
7026191,Packwood Lake,A route through old-growth forest to a large alpine lake with views of beautiful Johnson Peak.,greenBlue,4.4,9,"Morton, Washington",https://www.hikingproject.com/data/,8.5,681,-680,3260,2939,-121.62700000000001,46.6086,All Clear,Some Mud,2019-09-03 16:30:24,1410396.0
7050572,Greenwater Lakes via Greenwater Trail #1177,"A hike through old growth forest leads to Greenwater Lakes, part of the larger Greenwater Trail #1176.",green,4.7,3,"Greenwater, Washington",https://www.hikingproject.com/data/,4.8,424,-424,2872,2492,-121.475,47.1056,Unknown,,1970-01-01 00:00:00,1410401.0
7041540,Bearhead Mountain,"Tackle constant elevation gain until the top to reach nice views of Rainier, Baker, and the North Cascades.",blueBlack,4.7,3,"Buckley, Washington",https://www.hikingproject.com/data/,5.9,1706,-1706,6079,4399,-121.8267,47.0313,All Clear,"Mostly Dry - The drive up is pretty rough (large rocks, very bumpy). Probably best to take an SVU or a sturdier car.",2019-08-03 23:23:27,1410402.0
7002157,Glacier Basin,Follow this retrofitted mining road as it ascends high into the White River Valley.,blue,4.5,6,"Eatonville, Washington",https://www.hikingproject.com/data/,6.2,1611,-1610,5954,4343,-121.6459,46.9017,Unknown,,1970-01-01 00:00:00,1410403.0
7033165,Northway Down,A fun downhill hike with views of Mt. Rainier.  You can either ride the gondola up or hike to the start!,blue,4.7,3,"Buckley, Washington",https://www.hikingproject.com/data/,8.0,484,-2942,6811,3896,-121.5006,46.9357,Minor Issues,Mostly Dry,2019-07-24 02:20:10,1410405.0
7033662,Snoquera Falls Loop,A beautiful and gentle hike to a waterfall.,blue,4.3,7,"Buckley, Washington",https://www.hikingproject.com/data/,4.2,862,-862,3166,2444,-121.5601,47.0358,Unknown,,1970-01-01 00:00:00,1410413.0
7002232,Gobblers Knob/Lake George,A moderate hike to a subalpine lake and a one-of-a-kind rock outcrop with views to boot.,blue,4.3,8,"Eatonville, Washington",https://www.hikingproject.com/data/,10.7,2466,-2466,5340,2899,-121.8856,46.7802,Unknown,,1970-01-01 00:00:00,1410414.0
7002108,Eagle Peak,Earn some of the best panoramic views Rainier has to offer on this difficult hike.,black,4.3,8,"Eatonville, Washington",https://www.hikingproject.com/data/,6.7,2880,-2880,5689,2818,-121.8079,46.7481,All Clear,Some Mud,2019-09-21 12:45:42,1410415.0
7030874,Sheep Lake Trail (PCT),Enjoy this route for a lovely day hike or short overnight backpack.,greenBlue,4.5,2,"Eatonville, Washington",https://www.hikingproject.com/data/,3.8,469,-469,5760,5354,-121.5181,46.8754,Unknown,,1970-01-01 00:00:00,1410418.0
7006671,High Lakes Loop,This mellow loop visits the most scenic highlights around the Reflection Lakes area.,blue,4.2,5,"Eatonville, Washington",https://www.hikingproject.com/data/,2.7,563,-561,5344,4862,-121.7289,46.7681,All Clear,Dry,2019-08-31 17:21:37,1410426.0
7033242,Echo Lake via Greenwater Trail #1177,"Old growth forest lines the trail, exciting bridge crossings, then difficult switchbacks lead to a tranquil Echo Lake.",blue,4.3,4,"Greenwater, Washington",https://www.hikingproject.com/data/,13.0,1782,-1782,4026,2492,-121.475,47.1056,Unknown,,1970-01-01 00:00:00,1410429.0
7002169,Carbon Glacier,The best way to experience a glacier firsthand.,blue,4.2,5,"Buckley, Washington",https://www.hikingproject.com/data/,17.2,1790,-1790,3474,1773,-121.9163,46.995,Unknown,,1970-01-01 00:00:00,1410431.0
7002155,Crystal Lakes,Follow Crystal Lakes Trail as it ascends from forest to alpine meadows en route to beautiful lakes.,blue,4.3,4,"Eatonville, Washington",https://www.hikingproject.com/data/,6.0,2287,-2287,5831,3543,-121.5337,46.9228,Unknown,,1970-01-01 00:00:00,1410432.0
7002186,Three Lakes,"One of the park's gems, Three Lakes provides awesome scenery without the typical Rainier crowds.",blue,4.0,2,"Tieton, Washington",https://www.hikingproject.com/data/,12.1,3031,-3034,4851,2079,-121.5584,46.7502,Unknown,,1970-01-01 00:00:00,1410445.0
7002162,Palisades Lake,"High above the White River, the hidden lakes along this route provide the perfect day's outing.",blue,4.0,2,"Eatonville, Washington",https://www.hikingproject.com/data/,7.3,1414,-1415,6123,5554,-121.5877,46.9177,Unknown,,1970-01-01 00:00:00,1410446.0
7002241,Owyhigh Lakes,Experience one of Rainier's most pristine sub-alpine lakes on this relatively easy route.,blue,4.0,2,"Eatonville, Washington",https://www.hikingproject.com/data/,6.9,1548,-1548,5280,3765,-121.5965,46.8906,Unknown,,1970-01-01 00:00:00,1410447.0
7054284,Pinnacle Peak Out and Back,Pinnacle Peak is a wonderful short hike for those interested in a moderate workout. The paths are easy to navigate.,blue,4.0,1,"Buckley, Washington",https://www.hikingproject.com/data/,3.2,1088,-1088,1791,753,-121.9896,47.1704,Unknown,,1970-01-01 00:00:00,1410450.0
7002132,Indian Henry's Hunting Ground via Kautz Creek,"A winding slog through dense forest to open meadows, teeming with wildlife and wildflowers.",blueBlack,4.0,1,"Eatonville, Washington",https://www.hikingproject.com/data/,11.1,3472,-3471,5596,2416,-121.8557,46.7362,Unknown,,1970-01-01 00:00:00,1410454.0
7002230,Emerald Ridge,"A long approach to a fragile, subalpine environment at the base of a glacier.",blueBlack,4.0,1,"Eatonville, Washington",https://www.hikingproject.com/data/,13.8,3314,-3314,5615,2905,-121.8856,46.7802,Unknown,,1970-01-01 00:00:00,1410455.0
7002235,Klapatche Park,A lengthy hike to a beautiful high meadow with especially excellent sunset views.,blueBlack,4.0,1,"Eatonville, Washington",https://www.hikingproject.com/data/,17.8,4505,-4504,5966,2904,-121.8856,46.7802,Unknown,,1970-01-01 00:00:00,1410456.0
7002144,Alta Vista,This paved path enables more people to experience spectacular views and wildflower displays.,blue,3.7,6,"Eatonville, Washington",https://www.hikingproject.com/data/,1.6,533,-533,5926,5393,-121.7412,46.7845,Unknown,,1970-01-01 00:00:00,1410458.0
7002156,Grove of the Patriarchs,"Envelop yourself in a sea of ancient trees on this easy, boardwalk trail.",green,4.5,22,"Eatonville, Washington",https://www.hikingproject.com/data/,0.3,4,-14,2184,2172,-121.5568,46.7627,Unknown,,1970-01-01 00:00:00,1410475.0
7002134,Comet Falls Trail,A winding forest trail passing one of the highest waterfalls in the park.,blueBlack,4.8,11,"Eatonville, Washington",https://www.hikingproject.com/data/,2.7,1921,-159,5518,3633,-121.7835,46.7787,Unknown,,1970-01-01 00:00:00,1410482.0
7002118,Silver Forest,Unrivaled vistas and alpine meadows define this trail's character.,green,5.0,3,"Eatonville, Washington",https://www.hikingproject.com/data/,1.0,66,-104,6317,6258,-121.641,46.9122,Unknown,,1970-01-01 00:00:00,1410497.0
7002158,Burroughs Mountain Trail,A beautiful trail leading above treeline to the summit of Burroughs and back again.,blueBlack,4.7,9,"Eatonville, Washington",https://www.hikingproject.com/data/,3.9,1171,-1882,7379,5553,-121.6608,46.9106,Unknown,,1970-01-01 00:00:00,1410499.0
7055103,Kelly Butte,This trail leads over the top of Kelly Butte where you'll find a fire lookout and a fantastic view of Rainier.,blueBlack,4.8,6,"Greenwater, Washington",https://www.hikingproject.com/data/,6.1,879,-3714,5378,1663,-121.4864,47.1605,Unknown,,1970-01-01 00:00:00,1410501.0
7002091,Mount Fremont Trail,A sensory-rich ridgetop experience!,blue,4.8,6,"Eatonville, Washington",https://www.hikingproject.com/data/,1.4,494,-86,7170,6743,-121.6686,46.9176,All Clear,Dry,2019-08-06 15:39:29,1410502.0
7065282,Nannie Ridge Trail,Needs Summary,blueBlack,5.0,2,"Morton, Washington",https://www.hikingproject.com/data/,4.1,2097,-348,5861,4020,-121.4704,46.4227,Unknown,,1970-01-01 00:00:00,1410509.0
7032717,Suntop Trail #1183,Needs adoption,black,5.0,2,"Buckley, Washington",https://www.hikingproject.com/data/,8.3,3382,-755,5412,2602,-121.5325,47.0083,Unknown,,1970-01-01 00:00:00,1410514.0
7004903,Muir Snowfield,A serious mountaineering experience accessible only to well prepared hikers.,dblack,4.8,5,"Eatonville, Washington",https://www.hikingproject.com/data/,2.2,2858,0,10067,7208,-121.7264,46.8094,Unknown,,1970-01-01 00:00:00,1410530.0
7002119,Emmons Vista Trail,The views from this short trail will have you picking your jaw up off the ground.,green,5.0,1,"Eatonville, Washington",https://www.hikingproject.com/data/,0.1,0,-35,6351,6316,-121.6421,46.9129,Unknown,,1970-01-01 00:00:00,1410544.0
7053534,South Point Lookout Trail #123,A steady ascent on a well-maintained wooded trail leads to stunning views.,blue,5.0,1,"Morton, Washington",https://www.hikingproject.com/data/,4.0,3204,-56,5970,2822,-121.66799999999999,46.527,Unknown,,1970-01-01 00:00:00,1410553.0
7036589,Smith Creek Trail #225,A steep descent through Mt St. Helens's pumice to the canyon below.,black,5.0,1,"Morton, Washington",https://www.hikingproject.com/data/,10.2,588,-2927,4500,1714,-122.137,46.2503,Unknown,,1970-01-01 00:00:00,1410555.0
7037480,Lost Lake Trail #1185,Needs Summary,blueBlack,5.0,1,"Greenwater, Washington",https://www.hikingproject.com/data/,4.8,2644,-15,5698,3068,-121.4433,47.0774,Unknown,,1970-01-01 00:00:00,1410567.0
7032910,Deep Creek Trail #1196,Highway 410's steepest trail with narrow benching and plenty of exposure makes this a challenging hike.,dblack,5.0,1,"Buckley, Washington",https://www.hikingproject.com/data/,3.8,2925,-5,5838,2917,-121.5209,47.0075,Unknown,,1970-01-01 00:00:00,1410574.0
7064412,Castle Lake,Needs Summary,blueBlack,5.0,1,"Morton, Washington",https://www.hikingproject.com/data/,3.6,24,-1451,4044,2615,-122.2553,46.2196,Unknown,,1970-01-01 00:00:00,1410592.0
7002095,Glacier Vista Spur Trail,,blue,5.0,1,"Eatonville, Washington",https://www.hikingproject.com/data/,0.2,134,0,6374,6241,-121.735,46.7996,Unknown,,1970-01-01 00:00:00,1410612.0
7002103,Hot Springs,,green,5.0,1,"Tieton, Washington",https://www.hikingproject.com/data/,0.3,75,-32,1958,1882,-121.5663,46.7363,Unknown,,1970-01-01 00:00:00,1410620.0
7002139,Upper Skyline,Reaching the spectacular Panorama Point viewpoint truly gives the sense of a high alpine adventure,blueBlack,4.6,7,"Eatonville, Washington",https://www.hikingproject.com/data/,0.7,273,-254,7040,6767,-121.7237,46.8045,Unknown,,1970-01-01 00:00:00,1410635.0
7002099,Narada Falls,The two-tiered Narada Falls are a photographer's favorite.,greenBlue,4.4,9,"Eatonville, Washington",https://www.hikingproject.com/data/,0.7,454,-19,4906,4471,-121.7462,46.7734,Unknown,,1970-01-01 00:00:00,1410636.0
7002165,Northern Loop,Work your way through the most pristine wilderness in the park on this long distance trail.,blueBlack,4.6,5,"Buckley, Washington",https://www.hikingproject.com/data/,16.0,6777,-3649,6403,2913,-121.7947,46.9498,All Clear,Dry,2019-08-09 15:58:23,1410637.0
7002160,Sunrise Rim,Staggering views from atop the rim make this connector trail a must-do!,greenBlue,4.6,5,"Eatonville, Washington",https://www.hikingproject.com/data/,0.5,0,-169,6388,6219,-121.6419,46.9141,Unknown,,1970-01-01 00:00:00,1410638.0
7026173,Goat Ridge Trail #95,"This scenic trail climbs to, then follows, a ridgeline through flowering meadows.",blueBlack,4.7,3,"Morton, Washington",https://www.hikingproject.com/data/,4.6,2063,-166,6610,4714,-121.5277,46.4668,Unknown,,1970-01-01 00:00:00,1410640.0
7002247,Naches Loop Trail,"One of the most popular trails in the park, it provides astounding scenery for not much effort.",greenBlue,4.7,3,"Eatonville, Washington",https://www.hikingproject.com/data/,3.0,576,-453,5870,5324,-121.5179,46.8669,Unknown,,1970-01-01 00:00:00,1410650.0
7052739,South Coldwater Trail #230A,Enjoy nice views from above of Coldwater Lake and the expanse of the Mount St. Helens eruption zone.,blue,4.7,3,"Morton, Washington",https://www.hikingproject.com/data/,3.5,1406,-155,3936,2563,-122.2538,46.2857,Unknown,,1970-01-01 00:00:00,1410651.0
7002130,Gobblers Knob,Make your way to a pristine mountain lake and an outstanding lookout on this tucked-away trail.,blueBlack,4.7,3,"Eatonville, Washington",https://www.hikingproject.com/data/,1.9,1561,-31,5415,3885,-121.8985,46.8017,Unknown,,1970-01-01 00:00:00,1410652.0
7002092,Spray Falls Spur,A short spur trail leading to the magnificent Spray Falls.,green,4.7,3,"Eatonville, Washington",https://www.hikingproject.com/data/,0.1,0,-13,4836,4823,-121.845,46.916000000000004,Unknown,,1970-01-01 00:00:00,1410653.0
7030102,Eruption Trail,"Enjoy beautiful, unobstructed views of Mt. St. Helens (and her crater!) from Johnston Ridge.",greenBlue,4.4,5,"Morton, Washington",https://www.hikingproject.com/data/,0.5,82,-121,4310,4190,-122.2168,46.2753,Unknown,,1970-01-01 00:00:00,1410665.0
7021763,Palisades Trail #1198,Needs Summary,blueBlack,4.4,5,"Enumclaw, Washington",https://www.hikingproject.com/data/,6.4,2787,-93,5018,2294,-121.5702,47.0492,Unknown,,1970-01-01 00:00:00,1410667.0
7002126,Spray-Seattle Park,"This journey combines many area highlights: Spray Park & Falls, Seattle Park, views and wildflowers.",blueBlack,4.4,5,"Eatonville, Washington",https://www.hikingproject.com/data/,7.2,1836,-3423,6369,3233,-121.863,46.9302,Unknown,,1970-01-01 00:00:00,1410668.0
7002161,Sourdough Ridge,A beautiful ridge top trail with views and wildflowers abound.,blue,4.3,6,"Eatonville, Washington",https://www.hikingproject.com/data/,4.2,1006,-367,6812,6131,-121.5894,46.9173,Unknown,,1970-01-01 00:00:00,1410671.0
7011834,Foothills Trail - Enumclaw,"Hike from White River into downtown Enumclaw, along Boise Creek. Great for kids and bird watching.",green,4.5,2,"Buckley, Washington",https://www.hikingproject.com/data/,2.2,68,-3,744,679,-122.0191,47.1763,Unknown,,1970-01-01 00:00:00,1410675.0
7026176,Snowgrass Trail #96,This popular route travels to expansive flowering meadows in the Snowgrass Flats area of the Goat Rocks Wilderness.,blueBlack,4.5,2,"Morton, Washington",https://www.hikingproject.com/data/,5.9,1930,-259,6387,4556,-121.5275,46.467,Unknown,,1970-01-01 00:00:00,1410677.0
7055137,Third Burroughs Trail,Climb to the last Burroughs Mountain to get a higher and clearer view of Mount Rainier.,blue,4.5,2,"Greenwater, Washington",https://www.hikingproject.com/data/,1.2,819,-102,7826,7025,-121.6951,46.9048,Unknown,,1970-01-01 00:00:00,1410680.0
7032954,Ranger Creek Trail #1197,Needs summary and description.,blueBlack,4.5,2,"Buckley, Washington",https://www.hikingproject.com/data/,5.3,137,-2965,5480,2652,-121.5135,47.0466,Unknown,,1970-01-01 00:00:00,1410693.0
7002129,South Puyallup,"A mellow river walk turned steep ridge ascent, eventually gaining the famed Emerald Ridge.",black,4.5,2,"Eatonville, Washington",https://www.hikingproject.com/data/,1.2,573,0,4082,3509,-121.891,46.8068,Unknown,,1970-01-01 00:00:00,1410694.0
7026189,Bypass Trail #97,A short trail connecting the PCT to the Snowgrass Trail.,blue,4.5,2,"Morton, Washington",https://www.hikingproject.com/data/,1.1,402,-33,5953,5558,-121.477,46.489,Unknown,,1970-01-01 00:00:00,1410695.0
7045470,Foothills Trail: Cascade Junction to Wilkeson,"Just outside Mt. Rainier National park and rich with history, this joins Foothills Trail with Wilkeson and Carbonado.",greenBlue,4.3,3,"Prairie Ridge, Washington",https://www.hikingproject.com/data/,7.9,774,-113,1215,532,-122.0699,47.1372,Unknown,,1970-01-01 00:00:00,1410702.0
7002113,Lake Eleanor,Delightful wildflowers await in Grand Park with the added bonus of visiting a pretty alpine lake.,greenBlue,4.3,3,"Buckley, Washington",https://www.hikingproject.com/data/,4.2,155,-1237,5641,4559,-121.6875,46.9582,Unknown,,1970-01-01 00:00:00,1410708.0
7011831,Fooothills Trail - Buckley,"In the foothills, enjoy hiking part of the plateau with views of Rainier on a clear day.",greenBlue,4.3,3,"Buckley, Washington",https://www.hikingproject.com/data/,6.2,300,-96,731,436,-122.0954,47.1391,Unknown,,1970-01-01 00:00:00,1410714.0
7002112,Twin Firs Loop Trail,This short trail passes through old growth forest typical of the park.,greenBlue,4.3,3,"Eatonville, Washington",https://www.hikingproject.com/data/,0.3,80,-84,2549,2465,-121.8383,46.7336,Unknown,,1970-01-01 00:00:00,1410715.0
7026190,Packwood Lake Trail,A gentle ascent past Packwood Lake to ridge top views.,blueBlack,4.2,5,"Morton, Washington",https://www.hikingproject.com/data/,9.5,4001,-667,6272,2936,-121.62700000000001,46.6086,All Clear,Some Mud,2019-09-03 16:30:20,1410716.0
7002229,Crystal Peak Trail,Summit Crystal Peak on this trail for a panoramic view of six volcanic cones.,blue,4.2,5,"Eatonville, Washington",https://www.hikingproject.com/data/,2.7,1943,-6,6553,4610,-121.5221,46.9192,Unknown,,1970-01-01 00:00:00,1410722.0
7002097,Golden Gate Trail,Handy but strenuous shortcut for reaching the upper part of Skyline Trail and some great viewpoints.,blueBlack,4.3,4,"Eatonville, Washington",https://www.hikingproject.com/data/,1.0,766,0,6386,5620,-121.7323,46.792,All Clear,Dry,2019-08-31 17:21:37,1410727.0
7002221,Rampart Ridge,This steep trail passes through forests and offers ridgetop vistas.,blueBlack,3.8,12,"Eatonville, Washington",https://www.hikingproject.com/data/,5.2,2783,-204,5340,2761,-121.8157,46.7504,Unknown,,1970-01-01 00:00:00,1410730.0
7002145,Dead Horse Creek,This north-south trail is handy for constructing loops and avoiding some of the crowds in Paradise.,blue,4.0,4,"Eatonville, Washington",https://www.hikingproject.com/data/,1.2,708,0,6111,5403,-121.7415,46.7853,Unknown,,1970-01-01 00:00:00,1410747.0
7002120,Mildred Point,The spectacular views from Mildred Point make the tough climb well worth it.,black,4.0,4,"Eatonville, Washington",https://www.hikingproject.com/data/,0.4,492,0,5887,5395,-121.78399999999999,46.7952,Unknown,,1970-01-01 00:00:00,1410749.0
7033167,Northway Trail,A fun trail up to Northway Peak.,blueBlack,4.0,3,"Buckley, Washington",https://www.hikingproject.com/data/,5.1,2678,-20,6553,3896,-121.4835,46.9618,Unknown,,1970-01-01 00:00:00,1410754.0
7064751,High Rock Lookout,Needs Summary,black,4.0,3,"Morton, Washington",https://www.hikingproject.com/data/,1.6,1293,-1,5610,4318,-121.8913,46.6665,Unknown,,1970-01-01 00:00:00,1410763.0
